Model_name	Symbol	Full Name	Short_description	sample_1	sample_2	value_1	value_2	log2(fold_change)	q_value
AT5G36940.1	CAT3	cationic amino acid transporter 3	cationic amino acid transporter 3	GFP-BRC1	brc1 k.o.	8.27636	11.0758	0.420341	0.0175794
AT2G39700.1	ATEXP4		expansin A4	GFP-BRC1	brc1 k.o.	69.889	93.5066	0.420004	0.0132146
AT5G12900.1				GFP-BRC1	brc1 k.o.	7.79399	10.4268	0.419859	0.0189112
AT5G53760.2			Seven transmembrane MLO family protein	GFP-BRC1	brc1 k.o.	3.21685	4.30293	0.41967	0.045716
AT5G66280.1	GMD1	GDP-D-mannose 4,6-dehydratase 1	GDP-D-mannose 4,6-dehydratase 1	GFP-BRC1	brc1 k.o.	12.7106	16.9989	0.419409	0.0166772
AT2G05520.1			glycine-rich protein 3	GFP-BRC1	brc1 k.o.	226.648	303.0425	0.419066707	0.00827891
AT5G01560.1	LECRKA4.3	lectin receptor kinase a4.3	lectin receptor kinase a4.3	GFP-BRC1	brc1 k.o.	6.12408	8.18782	0.418986	0.0204173
AT1G76690.1	ATOPR2	ARABIDOPSIS 12-OXOPHYTODIENOATE REDUCTASE 2	12-oxophytodienoate reductase 2	GFP-BRC1	brc1 k.o.	69.4476	92.8478	0.418942	0.0129794
AT1G07440.2			NAD(P)-binding Rossmann-fold superfamily protein	GFP-BRC1	brc1 k.o.	8.86873	11.85277	0.418424826	0.0403617
AT2G22300.2	CAMTA3	CALMODULIN-BINDING TRANSCRIPTION ACTIVATOR 3	signal responsive 1	GFP-BRC1	brc1 k.o.	6.78895	9.073015	0.418393584	0.00852135
AT4G00360.1	ATT1	ABERRANT INDUCTION OF TYPE THREE 1	cytochrome P450, family 86, subfamily A, polypeptide 2	GFP-BRC1	brc1 k.o.	104.898	140.152	0.418005	0.0210375
AT5G08010.1				GFP-BRC1	brc1 k.o.	8.38423	11.1986	0.417563	0.0197615
AT5G04770.1			cationic amino acid transporter 6	GFP-BRC1	brc1 k.o.	4.79962	6.40971	0.41734	0.0345911
AT2G22080.1				GFP-BRC1	brc1 k.o.	59.4024	79.3109	0.416999	0.0143588
AT5G34930.1			arogenate dehydrogenase	GFP-BRC1	brc1 k.o.	6.07484	8.10971	0.416804	0.028579
AT1G29670.1			GDSL-like Lipase/Acylhydrolase superfamily protein	GFP-BRC1	brc1 k.o.	215.963	288.256	0.416567	0.0239879
AT1G64190.1			6-phosphogluconate dehydrogenase family protein	GFP-BRC1	brc1 k.o.	70.403	93.9367	0.416052	0.0161902
AT2G01590.1	CRR3	CHLORORESPIRATORY REDUCTION 3	chlororespiratory reduction 3	GFP-BRC1	brc1 k.o.	22.0513	29.4202	0.415944	0.0171288
AT1G23400.1	ATCAF2	ARABIDOPSIS THALIANA HOMOLOG OF MAIZE CAF2	RNA-binding CRS1 / YhbY (CRM) domain-containing protein	GFP-BRC1	brc1 k.o.	32.4124	43.2295	0.41547	0.0161902
AT5G13820.1			telomeric DNA binding protein 1	GFP-BRC1	brc1 k.o.	3.40872	4.54625	0.415448	0.0427254
AT5G17760.2			P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	4.984665	6.64675	0.415152542	0.0345911
AT4G22890.1	PGR5-LIKE A		PGR5-LIKE A	GFP-BRC1	brc1 k.o.	22.63594	30.18038	0.414995752	0.00695673
AT5G33280.1			Voltage-gated chloride channel family protein	GFP-BRC1	brc1 k.o.	6.29292	8.38899	0.414767	0.0223489
AT3G04730.1	IAA16	indoleacetic acid-induced protein 16	indoleacetic acid-induced protein 16	GFP-BRC1	brc1 k.o.	109.297	145.701	0.414752	0.014588
AT4G16890.1	BAL	BALL	disease resistance protein (TIR-NBS-LRR class), putative	GFP-BRC1	brc1 k.o.	16.0684	21.4178	0.414588	0.014588
AT1G49660.1	AtCXE5	carboxyesterase 5	carboxyesterase 5	GFP-BRC1	brc1 k.o.	36.2542	48.311	0.414204	0.0107972
AT4G04850.1	ATKEA3		K+ efflux antiporter 3	GFP-BRC1	brc1 k.o.	6.19114	8.249605	0.41411996	0.0195579
AT4G37330.1	CYP81D4	cytochrome P450, family 81, subfamily D, polypeptide 4	cytochrome P450, family 81, subfamily D, polypeptide 4	GFP-BRC1	brc1 k.o.	7.65457	10.1995	0.414102	0.0268108
AT1G61100.2			disease resistance protein (TIR class), putative	GFP-BRC1	brc1 k.o.	15.05925	20.06565	0.41407797	0.007226
AT5G54770.1			thiazole biosynthetic enzyme, chloroplast (ARA6) (THI1) (THI4)	GFP-BRC1	brc1 k.o.	1730.03	2304.94	0.413933	0.0414676
AT4G36920.1	AP2	APETALA 2	Integrase-type DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	8.77895	11.695	0.413774	0.0237911
AT5G01830.1			ARM repeat superfamily protein	GFP-BRC1	brc1 k.o.	3.75113	4.99695	0.413721	0.0347466
AT4G13340.1	LRX3	leucine-rich repeat/extensin 3	Leucine-rich repeat (LRR) family protein	GFP-BRC1	brc1 k.o.	39.6024	52.7537	0.413686	0.0182778
AT1G49230.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	9.98126	13.2887	0.412904	0.0473199
AT2G39930.1	ATISA1	ARABIDOPSIS THALIANA ISOAMYLASE 1	isoamylase 1	GFP-BRC1	brc1 k.o.	22.2196	29.5815	0.412865	0.0148185
AT1G01550.1	BPS1	BYPASS 1	Protein of unknown function (DUF793)	GFP-BRC1	brc1 k.o.	48.7762	64.92025	0.412491189	0.00803027
AT2G46060.2			transmembrane protein-related	GFP-BRC1	brc1 k.o.	3.12739	4.16244	0.412472	0.0379623
AT1G19350.3	BES1	BRI1-EMS-SUPPRESSOR 1	Brassinosteroid signalling positive regulator (BZR1) family protein	GFP-BRC1	brc1 k.o.	13.854625	18.4317	0.411821478	0.0100409
AT1G15210.1	ABCG35	ATP-binding cassette G35	pleiotropic drug resistance 7	GFP-BRC1	brc1 k.o.	10.6762	14.1987	0.411368	0.0191277
AT5G19520.1	ATMSL9		mechanosensitive channel of small conductance-like 9	GFP-BRC1	brc1 k.o.	5.32569	7.08226	0.411242	0.0277925
AT4G37540.1	LBD39	LOB domain-containing protein 39	LOB domain-containing protein 39	GFP-BRC1	brc1 k.o.	54.5885	72.5917	0.411207	0.014588
AT2G29360.1			NAD(P)-binding Rossmann-fold superfamily protein	GFP-BRC1	brc1 k.o.	31.7864	42.2532	0.41065	0.0150451
AT3G06510.2	ATSFR2	SENSITIVE TO FREEZING 2	Glycosyl hydrolase superfamily protein	GFP-BRC1	brc1 k.o.	9.15707	12.1723	0.41064384	0.0148185
AT2G45540.2			WD-40 repeat family protein / beige-related	GFP-BRC1	brc1 k.o.	4.22168	5.61148	0.410564	0.0342002
AT2G01680.1			Ankyrin repeat family protein	GFP-BRC1	brc1 k.o.	9.74161	12.9485	0.410555	0.0223489
AT2G29650.2	ANTR1	anion transporter 1	phosphate transporter 4;1	GFP-BRC1	brc1 k.o.	10.97006667	14.5802	0.410438216	0.0124794
AT1G30520.1	AAE14	acyl-activating enzyme 14	acyl-activating enzyme 14	GFP-BRC1	brc1 k.o.	8.36938	11.1232	0.410384	0.0252164
AT3G07940.1			Calcium-dependent ARF-type GTPase activating protein family	GFP-BRC1	brc1 k.o.	10.1924	13.546	0.410378	0.0275922
AT3G16000.1	MFP1	MAR binding filament-like protein 1	MAR binding filament-like protein 1	GFP-BRC1	brc1 k.o.	58.008	77.0428	0.409407	0.0175794
AT5G11000.1			Plant protein of unknown function (DUF868)	GFP-BRC1	brc1 k.o.	26.0008	34.523	0.409	0.0175794
AT3G01190.1			Peroxidase superfamily protein	GFP-BRC1	brc1 k.o.	84.669	112.406	0.408812	0.01934
AT3G11900.1	ANT1	aromatic and neutral transporter 1	aromatic and neutral transporter 1	GFP-BRC1	brc1 k.o.	7.3157	9.71006	0.408483	0.0328826
AT1G68190.1	BBX27	B-box domain protein 27	B-box zinc finger family protein	GFP-BRC1	brc1 k.o.	10.8931	14.4577	0.408426	0.0254119
AT4G24210.1	SLY1	SLEEPY1	F-box family protein	GFP-BRC1	brc1 k.o.	20.5191	27.2334	0.40841	0.020179
AT4G22540.4	ORP2A	OSBP(oxysterol binding protein)-related protein 2A	OSBP(oxysterol binding protein)-related protein 2A	GFP-BRC1	brc1 k.o.	4.745775	6.29809	0.408270671	0.024819
AT4G29905.1				GFP-BRC1	brc1 k.o.	87.5628	116.123	0.407267	0.0182778
AT3G17650.1	PDE321	pigment defective 321	YELLOW STRIPE like 5	GFP-BRC1	brc1 k.o.	15.3355	20.3368	0.407216	0.017814
AT5G26600.1			Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	GFP-BRC1	brc1 k.o.	8.911345	11.8172	0.407173139	0.0189112
AT5G58800.1			Quinone reductase family protein	GFP-BRC1	brc1 k.o.	13.5089	17.9139	0.40717	0.0344089
AT3G26240.1			Cysteine/Histidine-rich C1 domain family protein	GFP-BRC1	brc1 k.o.	3.52572	4.67535	0.407157	0.0259939
AT1G48598.1	CPuORF31	conserved peptide upstream open reading frame 31	conserved peptide upstream open reading frame 31	GFP-BRC1	brc1 k.o.	35.2547	46.7244	0.406362	0.0182778
AT4G08480.1	MAPKKK9	mitogen-activated protein kinase kinase kinase 9	mitogen-activated protein kinase kinase kinase 9	GFP-BRC1	brc1 k.o.	5.18495	6.87096	0.40618	0.0256231
AT2G21640.1				GFP-BRC1	brc1 k.o.	28.5468	37.8194	0.405794	0.0397663
AT3G62600.1	ATERDJ3B		DNAJ heat shock family protein	GFP-BRC1	brc1 k.o.	68.005	90.0933	0.405778	0.0197615
AT2G41700.2			ATP-binding cassette A1	GFP-BRC1	brc1 k.o.	4.70507	6.23095	0.405235	0.0279878
AT4G28610.1	AtPHR1		phosphate starvation response  1	GFP-BRC1	brc1 k.o.	28.1658	37.2934	0.404977	0.0195579
AT5G65430.2	14-3-3KAPPA	14-3-3 PROTEIN G-BOX FACTOR14 KAPPA	general regulatory factor 8	GFP-BRC1	brc1 k.o.	41.5995	55.07733333	0.404892522	0.00927865
AT2G44790.1	UCC2	uclacyanin 2	uclacyanin 2	GFP-BRC1	brc1 k.o.	121.297	160.59	0.404835	0.0184975
AT3G18780.1	ACT2	actin 2	actin 2	GFP-BRC1	brc1 k.o.	119.285	157.883	0.404443201	0.0157145
AT4G18890.1			BES1/BZR1 homolog 3	GFP-BRC1	brc1 k.o.	8.20686	10.8618	0.40436	0.0431012
AT2G01910.1			Microtubule associated protein (MAP65/ASE1) family protein	GFP-BRC1	brc1 k.o.	9.08167	12.0178	0.404144	0.0225439
AT5G53580.1	AtPLR1		NAD(P)-linked oxidoreductase superfamily protein	GFP-BRC1	brc1 k.o.	34.0131	45.0079	0.404088	0.020179
AT1G10170.1	ATNFXL1	NF-X-like 1	NF-X-like 1	GFP-BRC1	brc1 k.o.	13.5579	17.9344	0.403596	0.0189112
AT5G65670.1	IAA9	indole-3-acetic acid inducible 9	indole-3-acetic acid inducible 9	GFP-BRC1	brc1 k.o.	90.81705	120.1105	0.403327197	0.0148185
AT5G60460.1			Preprotein translocase Sec, Sec61-beta subunit protein	GFP-BRC1	brc1 k.o.	35.1108	46.4328	0.403227	0.032726
AT5G21170.2	AKINBETA1		5'-AMP-activated protein kinase beta-2 subunit protein	GFP-BRC1	brc1 k.o.	8.72163	11.53265	0.403054364	0.0332491
AT3G43720.1	LTPG2	glycosylphosphatidylinositol-anchored lipid protein transfer 2	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	GFP-BRC1	brc1 k.o.	44.5876	58.9572	0.403025463	0.0117399
AT1G03230.1			Eukaryotic aspartyl protease family protein	GFP-BRC1	brc1 k.o.	35.2615	46.6155	0.402716	0.0173561
AT3G16340.1	ABCG29	ATP-binding cassette G29	pleiotropic drug resistance 1	GFP-BRC1	brc1 k.o.	4.837435	6.39499	0.402699827	0.00803027
AT2G40820.1				GFP-BRC1	brc1 k.o.	9.44686	12.4861	0.402411	0.0233873
AT4G31820.1	ENP	ENHANCER OF PINOID	Phototropic-responsive NPH3 family protein	GFP-BRC1	brc1 k.o.	8.66644	11.4527	0.402176	0.021912
AT2G01190.1	PDE331	PIGMENT DEFECTIVE 331	Octicosapeptide/Phox/Bem1p family protein	GFP-BRC1	brc1 k.o.	17.8309	23.5549	0.40165	0.0199775
AT1G12200.1	FMO	flavin monooxygenase	Flavin-binding monooxygenase family protein	GFP-BRC1	brc1 k.o.	19.1541	25.2944	0.401166	0.0237911
AT1G14130.1			2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	GFP-BRC1	brc1 k.o.	9.86826	13.0299	0.400953	0.0328826
AT4G14440.1	ATECI3	ARABIDOPSIS THALIANA DELTA(3), DELTA(2)-ENOYL COA ISOMERASE 3	3-hydroxyacyl-CoA dehydratase 1	GFP-BRC1	brc1 k.o.	44.1414	58.2776	0.400808	0.0195579
AT2G15480.1			UDP-glucosyl transferase 73B5	GFP-BRC1	brc1 k.o.	12.9328	17.0679	0.40025	0.0273739
AT2G46630.1				GFP-BRC1	brc1 k.o.	18.3198	24.1753	0.400127	0.0256231
AT2G18300.3			basic helix-loop-helix (bHLH) DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	23.754	31.3429	0.399966	0.0233873
AT1G72645.1				GFP-BRC1	brc1 k.o.	17.6456	23.2732	0.399357	0.029746
AT5G22630.1	ADT5	arogenate dehydratase 5	arogenate dehydratase 5	GFP-BRC1	brc1 k.o.	23.533	31.0376	0.399332	0.0233873
AT2G18290.1	APC10	anaphase promoting complex 10	anaphase promoting complex 10	GFP-BRC1	brc1 k.o.	22.9988	30.3212	0.398772	0.0221418
AT3G06380.1	ATTLP9	tubby-like protein 9	tubby-like protein 9	GFP-BRC1	brc1 k.o.	20.8317	27.4635	0.398734	0.0199775
AT1G20010.1	TUB5	tubulin beta-5 chain	tubulin beta-5 chain	GFP-BRC1	brc1 k.o.	190.844	251.568	0.398553	0.0241956
AT1G58848.1			Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	5.50615	7.257285	0.398386014	0.0154917
AT5G07340.1			Calreticulin family protein	GFP-BRC1	brc1 k.o.	16.834	22.184	0.398141499	0.0115135
AT1G59124.1			Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	6.67045	8.78844	0.397824	0.024819
AT1G18150.3	ATMPK8		Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	8.925745	11.75975	0.397812894	0.0208364
AT2G47240.1	CER8	ECERIFERUM 8	AMP-dependent synthetase and ligase family protein	GFP-BRC1	brc1 k.o.	32.76445	43.1649	0.397727332	0.0115135
AT5G08380.1	AGAL1	alpha-galactosidase 1	alpha-galactosidase 1	GFP-BRC1	brc1 k.o.	14.4473	19.0332	0.397717	0.0273739
AT1G68560.1	ATXYL1	ALPHA-XYLOSIDASE 1	alpha-xylosidase 1	GFP-BRC1	brc1 k.o.	84.8391	111.742	0.397376	0.0259939
AT2G36410.1			Family of unknown function (DUF662) 	GFP-BRC1	brc1 k.o.	19.26006667	25.35993333	0.396938256	0.0164326
AT4G16150.1			calmodulin binding;transcription regulators	GFP-BRC1	brc1 k.o.	18.6414	24.5452	0.396929	0.0246172
AT1G61520.3			photosystem I light harvesting complex gene 3	GFP-BRC1	brc1 k.o.	538.7656667	709.3176667	0.396773964	0.0305333
AT4G00165.2			Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	GFP-BRC1	brc1 k.o.	24.7416	32.5716	0.39667579	0.0388435
AT2G18750.1			Calmodulin-binding protein	GFP-BRC1	brc1 k.o.	8.83962	11.6368	0.396633	0.0287855
AT1G78600.1	BBX22	B-box domain protein 22	light-regulated zinc finger protein 1	GFP-BRC1	brc1 k.o.	23.1565	30.4769	0.396303	0.021912
AT1G22610.1			C2 calcium/lipid-binding plant phosphoribosyltransferase family protein	GFP-BRC1	brc1 k.o.	14.2589	18.7636	0.396078	0.0229803
AT4G18070.2				GFP-BRC1	brc1 k.o.	9.97416	13.123	0.395828	0.0395964
AT5G63790.1	ANAC102	NAC domain containing protein 102	NAC domain containing protein 102	GFP-BRC1	brc1 k.o.	82.3794	108.357	0.395442	0.0195579
AT3G21230.1	4CL5	4-coumarate:CoA ligase 5	4-coumarate:CoA ligase 5	GFP-BRC1	brc1 k.o.	8.55173	11.2479	0.39537	0.0328826
AT5G28300.1	AtGT2L		Duplicated homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	16.0123	21.0526	0.39482	0.0210375
AT4G39090.1	RD19	RESPONSIVE TO DEHYDRATION 19	Papain family cysteine protease	GFP-BRC1	brc1 k.o.	356.914	469.253	0.394789	0.0332491
AT2G40475.1				GFP-BRC1	brc1 k.o.	10.7717	14.1548	0.394051	0.0383377
AT1G07240.1	UGT71C5	UDP-glucosyl transferase 71C5	UDP-glucosyl transferase 71C5	GFP-BRC1	brc1 k.o.	17.2129	22.6122	0.393611	0.0227643
AT5G37600.1	ATGLN1		glutamine synthase clone R1	GFP-BRC1	brc1 k.o.	241.87	317.714	0.393498	0.028579
AT4G27860.2	MEB1	MEMBRANE OF ER BODY 1	vacuolar iron transporter (VIT) family protein	GFP-BRC1	brc1 k.o.	10.1461	13.3269	0.393414	0.0271726
AT4G25080.3	CHLM	magnesium-protoporphyrin IX methyltransferase	magnesium-protoporphyrin IX methyltransferase	GFP-BRC1	brc1 k.o.	26.84392	35.25912	0.393401105	0.0117399
AT5G58140.4	NPL1	NON PHOTOTROPIC HYPOCOTYL 1-LIKE	phototropin 2	GFP-BRC1	brc1 k.o.	4.993113333	6.55779	0.39327005	0.0119796
AT1G13090.1	CYP71B28	cytochrome P450, family 71, subfamily B, polypeptide 28	cytochrome P450, family 71, subfamily B, polypeptide 28	GFP-BRC1	brc1 k.o.	13.1311	17.2458	0.393254	0.0262032
AT5G19940.2			Plastid-lipid associated protein PAP / fibrillin family protein	GFP-BRC1	brc1 k.o.	121.2555	159.2485	0.393229596	0.010281
AT5G09461.1	CPuORF43	conserved peptide upstream open reading frame 43	conserved peptide upstream open reading frame 43	GFP-BRC1	brc1 k.o.	5.91693	7.77083	0.393222	0.0299354
AT4G09000.2	GF14 CHI	GENERAL REGULATORY FACTOR1-G-BOX FACTOR 14-3-3 HOMOLOG ISOFORM CHI	general regulatory factor 1	GFP-BRC1	brc1 k.o.	165.789	217.717	0.393105774	0.0268108
AT3G22942.1	AGG2	G-protein gamma subunit 2	G-protein gamma subunit 2	GFP-BRC1	brc1 k.o.	12.3449	16.2099	0.39296	0.0397663
AT1G72700.1			ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	GFP-BRC1	brc1 k.o.	11.9231	15.6553	0.392893	0.021912
AT2G33850.1				GFP-BRC1	brc1 k.o.	53.144	69.7793	0.392893	0.0227643
AT2G46340.1	SPA1	SUPPRESSOR OF PHYA-105 1	SPA (suppressor of phyA-105) protein family	GFP-BRC1	brc1 k.o.	14.1232	18.5426	0.392779	0.0244147
AT5G11650.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	9.04395	11.8725	0.392594	0.0363014
AT1G76460.1			RNA-binding (RRM/RBD/RNP motifs) family protein	GFP-BRC1	brc1 k.o.	8.6977	11.4171	0.392488	0.0256231
AT4G37800.1	XTH7	xyloglucan endotransglucosylase/hydrolase 7	xyloglucan endotransglucosylase/hydrolase 7	GFP-BRC1	brc1 k.o.	139.493	183.095	0.392399	0.0246172
AT5G54810.1	ATTSB1		tryptophan synthase beta-subunit 1	GFP-BRC1	brc1 k.o.	173.15	227.227	0.392116	0.0369928
AT4G16410.1				GFP-BRC1	brc1 k.o.	56.1409	73.6731	0.392087	0.0236205
AT5G04040.1	SDP1	SUGAR-DEPENDENT1	Patatin-like phospholipase family protein	GFP-BRC1	brc1 k.o.	12.9015	16.9293	0.391991	0.0237911
AT5G25840.1			Protein of unknown function (DUF1677)	GFP-BRC1	brc1 k.o.	17.5383	23.013	0.391934	0.0395964
AT5G54660.1			HSP20-like chaperones superfamily protein	GFP-BRC1	brc1 k.o.	15.7067	20.6082	0.391837	0.0467834
AT2G26080.1	AtGLDP2	glycine decarboxylase P-protein 2	glycine decarboxylase P-protein 2	GFP-BRC1	brc1 k.o.	65.5061	85.9413	0.391723	0.0266202
AT1G04250.1	AXR3	AUXIN RESISTANT 3	AUX/IAA transcriptional regulator family protein	GFP-BRC1	brc1 k.o.	42.4443	55.6808	0.39161	0.0236205
AT1G60710.1	ATB2		NAD(P)-linked oxidoreductase superfamily protein	GFP-BRC1	brc1 k.o.	85.4586	112.089	0.391341	0.0262032
AT1G27130.1	ATGSTU13	glutathione S-transferase tau 13	glutathione S-transferase tau 13	GFP-BRC1	brc1 k.o.	76.9649	100.932	0.391111	0.0225439
AT3G17390.1			S-adenosylmethionine synthetase family protein	GFP-BRC1	brc1 k.o.	638.584	837.358	0.390968	0.0395964
AT4G22580.1			Exostosin family protein	GFP-BRC1	brc1 k.o.	6.72176	8.81346	0.39087	0.0435562
AT4G18700.1	ATWL4	WPL4-LIKE 4	CBL-interacting protein kinase 12	GFP-BRC1	brc1 k.o.	32.3486	42.4147	0.39086	0.0269835
AT5G07820.1			Plant calmodulin-binding protein-related	GFP-BRC1	brc1 k.o.	7.5539	9.90446	0.390858	0.031122
AT5G11740.1	AGP15	arabinogalactan protein 15	arabinogalactan protein 15	GFP-BRC1	brc1 k.o.	1199.34	1572.49	0.390806	0.0269835
AT5G27380.1	AtGSH2		glutathione synthetase 2	GFP-BRC1	brc1 k.o.	106.38	139.45	0.390515	0.0328826
AT5G48590.1			Protein of unknown function (DUF760)	GFP-BRC1	brc1 k.o.	24.3074	31.8625	0.390463	0.0259939
AT2G27190.1	ATPAP1	ARABIDOPSIS THALIANA PURPLE ACID PHOSPHATASE 1	purple acid phosphatase 12	GFP-BRC1	brc1 k.o.	23.3804	30.6392	0.390078	0.0233873
AT5G19221.1			other RNA	GFP-BRC1	brc1 k.o.	13.7115	17.9675	0.390009	0.0473199
AT5G25440.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	11.3745	14.8994	0.389442	0.0390437
AT4G14220.1	RHF1A	RING-H2 group F1A	RING-H2 group F1A	GFP-BRC1	brc1 k.o.	16.4298	21.517	0.389164	0.0289688
AT5G04720.1	ADR1-L2	ADR1-like 2	ADR1-like 2	GFP-BRC1	brc1 k.o.	15.5096	20.3108	0.389091	0.026412
AT1G04350.1			2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	GFP-BRC1	brc1 k.o.	9.12482	11.9486	0.388976	0.0384821
AT5G67030.1	ABA1	ABA DEFICIENT 1	zeaxanthin epoxidase (ZEP) (ABA1)	GFP-BRC1	brc1 k.o.	17.18885	22.504	0.388708432	0.0117399
AT3G04810.1	ATNEK2	NIMA-related kinase 2	NIMA-related kinase 2	GFP-BRC1	brc1 k.o.	7.67768	10.0495	0.388379	0.0309358
AT5G10200.1			ARM-repeat/Tetratricopeptide repeat (TPR)-like protein	GFP-BRC1	brc1 k.o.	7.71196	10.0914	0.387957	0.0269835
AT4G17790.1			SNARE associated Golgi protein family	GFP-BRC1	brc1 k.o.	11.6312	15.2186	0.387832	0.0395964
AT1G68820.1			Transmembrane Fragile-X-F-associated protein	GFP-BRC1	brc1 k.o.	15.1451	19.8109	0.387444	0.0279878
AT5G35560.1			DENN (AEX-3) domain-containing protein	GFP-BRC1	brc1 k.o.	12.0551	15.7676	0.38732	0.0259939
AT3G14990.1	AtDJ1A	DJ-1 homolog A	Class I glutamine amidotransferase-like superfamily protein	GFP-BRC1	brc1 k.o.	91.70856667	119.9423333	0.387212534	0.0221418
AT1G58110.1			Basic-leucine zipper (bZIP) transcription factor family protein	GFP-BRC1	brc1 k.o.	11.36315	14.86085	0.387153814	0.0231765
AT5G58430.1	ATEXO70B1	exocyst subunit exo70 family protein B1	exocyst subunit exo70 family protein B1	GFP-BRC1	brc1 k.o.	18.9781	24.8188	0.387099	0.0241956
AT3G09410.1			Pectinacetylesterase family protein	GFP-BRC1	brc1 k.o.	6.55796	8.57584	0.387031	0.0420253
AT1G08550.1	AVDE1	ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1	non-photochemical quenching 1	GFP-BRC1	brc1 k.o.	20.5357	26.848	0.386679	0.0254119
AT2G02780.1			Leucine-rich repeat protein kinase family protein	GFP-BRC1	brc1 k.o.	8.64734	11.305	0.386627	0.0283721
AT3G46820.1	TOPP5	type one serine/threonine protein phosphatase 5	type one serine/threonine protein phosphatase 5	GFP-BRC1	brc1 k.o.	16.3091	21.3195	0.386495	0.0237911
AT1G26820.1			ribonuclease 3	GFP-BRC1	brc1 k.o.	14.6619	19.1657	0.386451	0.0446319
AT3G24120.2			Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	8.47241	11.0729	0.386182	0.0491622
AT3G46640.1	LUX	LUX ARRHYTHMO	Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	19.56233333	25.56393333	0.38603137	0.0189112
AT4G25810.1	XTH23	xyloglucan endotransglucosylase/hydrolase 23	xyloglucan endotransglycosylase 6	GFP-BRC1	brc1 k.o.	21.3095	27.8392	0.38562	0.0340274
AT5G28840.1	GME	GDP-D-mannose 3',5'-epimerase	GDP-D-mannose 3',5'-epimerase	GFP-BRC1	brc1 k.o.	73.24735	95.6846	0.385510183	0.0279878
AT4G39950.1	CYP79B2	cytochrome P450, family 79, subfamily B, polypeptide 2	cytochrome P450, family 79, subfamily B, polypeptide 2	GFP-BRC1	brc1 k.o.	49.5524	64.7044	0.384909	0.0299354
AT3G11280.2			Duplicated homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	17.7571	23.1831	0.384677506	0.025809
AT2G44670.1			Protein of unknown function (DUF581)	GFP-BRC1	brc1 k.o.	98.2811	128.31	0.384651	0.024819
AT2G01950.1	BRL2	BRI1-like 2	BRI1-like 2	GFP-BRC1	brc1 k.o.	6.08568	7.94468	0.384571	0.031327
AT5G57655.1			xylose isomerase family protein	GFP-BRC1	brc1 k.o.	17.1202	22.3473	0.384403	0.0268108
AT3G21630.1	AtCERK1		chitin elicitor receptor kinase 1	GFP-BRC1	brc1 k.o.	14.5565	18.9999	0.384326	0.0279878
AT5G63930.1			Leucine-rich repeat protein kinase family protein	GFP-BRC1	brc1 k.o.	5.43518	7.09412	0.384296	0.0328826
AT3G21070.1	ATNADK-1	NAD KINASE 1	NAD kinase 1	GFP-BRC1	brc1 k.o.	12.49565	16.30465	0.383857523	0.021469
AT3G13360.1	WIP3	WPP domain interacting protein 3	WPP domain interacting protein 3	GFP-BRC1	brc1 k.o.	18.4943	24.1306	0.383779	0.029556
AT1G63690.1	ATSPPL2	SIGNAL PEPTIDE PEPTIDASE-LIKE 2	SIGNAL PEPTIDE PEPTIDASE-LIKE 2	GFP-BRC1	brc1 k.o.	18.4629	24.0878	0.38368	0.0293654
AT1G58807.1			Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	6.794245	8.86397	0.383639756	0.01934
AT2G30440.1	Plsp2B	plastidic type I signal peptidase 2B	thylakoid processing peptide	GFP-BRC1	brc1 k.o.	59.0105	76.9718	0.383359	0.0259939
AT1G76080.1	ATCDSP32	ARABIDOPSIS THALIANA CHLOROPLASTIC DROUGHT-INDUCED STRESS PROTEIN OF 32 KD	chloroplastic drought-induced stress protein of 32 kD	GFP-BRC1	brc1 k.o.	122.457	159.719	0.383256	0.029746
AT3G01440.1	PnsL3	Photosynthetic NDH  subcomplex L 3	PsbQ-like 1	GFP-BRC1	brc1 k.o.	26.4491	34.4942	0.383135	0.0332491
